Balancete Patrimonial (Código documento 4010)                                                                                                                         
Data de geração dos dados: 12/12/2009                                                                                                                                 
Fonte: Instituições financeiras                                                                                                                                       
DATA;CNPJ;NOME INSTITUICAO;ATRIBUTO;DOCUMENTO;CONTA;NOME CONTA;SALDO                                                                                                  
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0010000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO             ; 0000230690258969,04
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0011000006;DISPONIBILIDADES                                  ; 0000004969829292,18
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0011100009;CAIXA                                             ; 0000002669633874,07
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0011500001;DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS           ; 0000002300195418,11
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0012000005;APLICACOES INTERFINANCEIRAS DE LIQUIDEZ           ; 0000026267871651,65
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0012100008;APLICACOES EM OPERACOES COMPROMISSADAS            ; 0000007033703872,52
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0012200001;APLICACOES EM DEPOSITOS INTERFINANCEIROS          ; 0000001102442656,80
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0012600003;APLICA OES EM MOEDAS ESTRANGEIRAS                 ; 0000018131725122,33
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0013000004;TITULOS E VAL. MOB. E INST. FINANC. DERIVATIVOS   ; 0000062207849653,28
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0013100007;LIVRES                                            ; 0000033769199179,40
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0013200000;VINCULADOS A OPERACOES COMPROMISSADAS             ; 0000024505758155,59
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0013300003;INSTRUMENTOS FINANCEIROS DERIVATIVOS              ; 0000000244714827,83
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0013400006;VINCULADOS AO BANCO CENTRAL                       ; 0000003258198498,50
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0013600002;VINCULADOS A PRESTACAO DE GARANTIAS               ; 0000000429978991,96
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0014000003;RELACOES INTERFINANCEIRAS                         ; 0000024384444221,78
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0014100006;DIREITOS JUNTO A PARTIC. DE SISTEMAS DE LIQUIDAÇÃO; 0000000881064467,73
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0014200009;CREDITOS VINCULADOS                               ; 0000023425767485,27
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0014300002;REPASSES INTERFINANCEIROS                         ; 0000000000339471,65
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0014400005;RELACOES COM CORRESPONDENTES                      ; 0000000077272797,13
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0015000002;RELACOES INTERDEPENDENCIAS                        ; 0000000121310504,01
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0015200008;TRANSFERENCIAS INTERNAS DE RECURSOS               ; 0000000121310504,01
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0016000001;OPERACOES DE CREDITO                              ; 0000077021498109,62
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0016100004;EMPRESTIMOS E TITULOS DESCONTADOS                 ; 0000033853653921,94
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0016200007;FINANCIAMENTOS                                    ; 0000013727276741,48
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0016300000;FINANCIAMENTOS RURAIS E AGROINDUSTRIAIS           ; 0000035533593735,33
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0016500006;FINANCIAMENTOS DE TITULOS E VALORES MOBILIARIOS   ; 0000000000385925,00
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0016900008;(-) PROVISOES PARA OPERACOES DE CREDITO           ;-0000006093412214,13
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0017000000;OPERACOES DE ARRENDAMENTO MERCANTIL               ; 0000000016648233,65
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0017100003;ARRENDAMENTOS FINANCEIROS A RECEBER               ; 0000000017155941,48
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0017900007;(-) PROVISOES PARA OPER. DE ARRENDAMENTO MERCANTIL;-0000000000507707,83
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018000009;OUTROS CREDITOS                                   ; 0000035235376900,89
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018100002;AVAIS E FIANCAS HONRADOS                          ; 0000000159669494,62
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018200005;CARTEIRA DE CAMBIO                                ; 0000009151473999,36
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018300008;RENDAS A RECEBER                                  ; 0000000645813012,45
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018400001;NEGOCIACAO E INTERMEDIACAO DE VALORES             ; 0000000002114286,27
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018500004;CREDITOS ESPECIFICOS                              ; 0000000610150828,79
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018600007;OPERACOES ESPECIAIS                               ; 0000000000575078,38
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018800003;DIVERSOS                                          ; 0000027558500431,66
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0018900006;(-) PROVISOES PARA OUTROS CREDITOS                ;-0000002892920230,64
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0019000008;OUTROS VALORES E BENS                             ; 0000000465430401,98
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0019800002;OUTROS VALORES E BENS                             ; 0000000119437918,30
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0019900005;DESPESAS ANTECIPADAS                              ; 0000000345992483,68
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0020000004;PERMANENTE                                        ; 0000009889016821,84
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0021000003;INVESTIMENTOS                                     ; 0000006225053077,35
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0021100006;INVESTIMENTOS NO EXTERIOR                         ; 0000004163235783,73
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0021200009;PARTICIPACOES EM COLIGADAS E CONTROLADAS NO PAIS  ; 0000002038758026,43
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0021300002;INVESTIMENTOS POR INCENTIVOS FISCAIS              ; 0000000008496610,43
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0021400005;TITULOS PATRIMONIAIS                              ; 0000000002335381,76
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0021500008;ACOES E COTAS                                     ; 0000000009725197,54
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0021900000;OUTROS INVESTIMENTOS                              ; 0000000002502077,46
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0022000002;IMOBILIZADO DE USO                                ; 0000002985785137,05
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0022100005;MOVEIS E EQUIPAMENTOS EM ESTOQUE                  ; 0000000009933390,41
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0022200008;IMOBILIZACOES EM CURSO                            ; 0000000329432274,46
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0022300001;IMOVEIS DE USO                                    ; 0000000990070191,52
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0022400004;INSTALACOES, MOVEIS E EQUIPAMENTOS DE USO         ; 0000000520643881,35
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0022900009;OUTROS                                            ; 0000001135705399,31
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0023000001;IMOBILIZADO DE ARRENDAMENTO                       ; 0000000088638188,69
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0023200007;BENS ARRENDADOS - ARRENDAMENTO FINANCEIRO         ; 0000000087220076,63
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0023300000;BENS ARRENDADOS - ARRENDAMENTO OPERACIONAL        ; 0000000001418112,06
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0024000000;DIFERIDO                                          ; 0000000589540418,75
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0024100003;GASTOS DE ORGANIZACAO E EXPANSAO                  ; 0000000589540418,75
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0030000001;COMPENSACAO                                       ; 0002243323842897,92
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0030100004;COOBRIGACOES E RISCOS EM GARANTIAS PRESTADAS      ; 0000002240141054,74
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0030300000;TITULOS E VALORES MOBILIARIOS                     ; 0000061963134825,45
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0030400003;CUSTODIA DE VALORES                               ; 0000227994459016,84
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0030500006;COBRANCA                                          ; 0000055021635209,76
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0030600009;NEGOCIACAO E INTERMEDIACAO DE VALORES             ; 0000030355126341,47
200512;00000000;BCO DO BRASIL S.A.                                          ;L;4010;0030800005;CONTRATOS                                         ; 0000000142469596,58
